No,Fe,Cr,Mn,Si,Co,Mo,Ni,C,N,B,P,S,Al,Ti,Nb,Ta,Pb,Cu,Pre-irr,Irr,Temp,Stre,Dis,Swell
156,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,1.85,7.17,400,0,1.59E+15,0.42
157,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,1.85,7.17,510,0,1.59E+15,4.41
158,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,3.53,8.44,620,0,1.80E+14,13.27
159,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,3.53,8.44,620,0,1.80E+14,13.75
160,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,1.97,7.17,510,0,1.80E+14,0.93
161,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,3.53,8.44,620,0,1.80E+14,4.02
162,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,1.97,7.17,400,0,1.80E+14,2.24
163,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,1.85,7.17,510,0,1.59E+15,1.49
164,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,1.85,7.17,400,0,1.59E+15,0.44
165,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,1.97,7.17,510,0,1.80E+14,5.82
166,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,3.53,8.44,620,0,1.80E+14,8.78
167,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,1.97,7.17,400,0,1.80E+14,1.47
168,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,1.85,7.17,510,0,1.59E+15,2.1
169,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,1.85,7.17,400,0,1.59E+15,0.01
170,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,1.97,7.17,510,0,1.80E+14,9.47
171,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,1.97,7.17,400,0,1.80E+14,0.37
172,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,3.53,8.44,620,0,1.80E+14,15.45
173,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,1.85,7.17,510,0,1.59E+15,4.59
174,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,1.85,7.17,400,0,1.59E+15,0.17
175,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,1.97,7.17,510,0,1.80E+14,8.51
176,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,8.44,620,0,1.59E+15,3.42
177,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,1.85,7.17,400,0,1.59E+15,0.25
178,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,8.44,620,0,1.80E+14,7.37
179,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,3.53,8.44,620,0,1.80E+14,10.48
180,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,1.85,7.17,510,0,1.59E+15,6.78
181,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,3.07,8.44,620,0,1.80E+14,4.76
182,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,1.53,7.17,400,0,1.80E+14,4.56
183,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,3.54,8.44,620,0,1.80E+14,3.13
184,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,8.44,620,0,1.59E+15,2.71
185,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,1.66,7.17,400,0,1.59E+15,1.53
186,69.3129,16.86,0.98,0.38,0.11,0.11,12.04,0.041,0.048,0.0011,0.01,0.007,0,0,0,0,0,0.1,1.53,7.17,400,0,1.80E+14,4.49
187,69.3129,16.86,0.98,0.38,0.11,0.11,12.04,0.041,0.048,0.0011,0.01,0.007,0,0,0,0,0,0.1,1.66,7.17,400,0,1.59E+15,2.15
188,68.3968,16.9,0.99,0.4,0.11,1,11.99,0.045,0.049,0.0012,0.01,0.008,0,0,0,0,0,0.1,1.53,7.17,400,0,1.80E+14,2.07
189,66.2838,16.96,0.92,0.38,0.11,3.03,12.09,0.047,0.049,0.0012,0.011,0.008,0,0,0,0,0,0.11,1.53,7.17,400,0,1.80E+14,1.84
190,66.2838,16.96,0.92,0.38,0.11,3.03,12.09,0.047,0.049,0.0012,0.011,0.008,0,0,0,0,0,0.11,1.66,7.17,400,0,1.59E+15,0.18
191,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,3.07,8.44,620,0,1.80E+14,13.52
192,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,1.53,7.17,400,0,1.80E+14,2.65
193,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,0,8.44,620,0,1.59E+15,2.71
194,67.1319,16.95,0.92,0.4,0.11,2.35,12.01,0.003,0.007,0.0011,0.009,0.008,0,0,0,0,0,0.1,0,2.59,412,0,1.80E+14,0.58
195,66.9657,16.99,0.94,0.39,0.12,2.33,12.05,0.047,0.05,0.0003,0.01,0.007,0,0,0,0,0,0.1,0,2.63,400,0,1.80E+14,0.32
196,66.6898,16.98,1.12,0.41,0.11,2.31,12.12,0.012,0.13,0.0012,0.01,0.007,0,0,0,0,0,0.1,0,2.67,400,0,1.80E+14,0.52
197,66.6912,17,0.97,0.43,0.11,2.34,12.1,0.128,0.111,0.0008,0.011,0.008,0,0,0,0,0,0.1,0,2.67,415,0,1.80E+14,0.23
198,66.836,17.06,0.96,0.38,0.11,2.32,12.08,0.127,0.006,0.001,0.012,0.008,0,0,0,0,0,0.1,0,2.63,410,0,1.80E+14,0.24
199,66.836,17.06,0.96,0.38,0.11,2.32,12.08,0.127,0.006,0.001,0.012,0.008,0,0,0,0,0,0.1,0,3.77,625,0,1.80E+14,-0.089
200,66.836,17.06,0.96,0.38,0.11,2.32,12.08,0.127,0.006,0.001,0.012,0.008,0,0,0,0,0,0.1,0,3.48,625,0,1.80E+14,-0.064
201,66.6912,17,0.97,0.43,0.11,2.34,12.1,0.128,0.111,0.0008,0.011,0.008,0,0,0,0,0,0.1,0,3.84,625,0,1.80E+14,-0.037
202,66.6912,17,0.97,0.43,0.11,2.34,12.1,0.128,0.111,0.0008,0.011,0.008,0,0,0,0,0,0.1,0,3.54,612,0,1.80E+14,-0.02
203,66.836,17.06,0.96,0.38,0.11,2.32,12.08,0.127,0.006,0.001,0.012,0.008,0,0,0,0,0,0.1,0,4,750,0,1.80E+14,-0.11
204,66.6912,17,0.97,0.43,0.11,2.34,12.1,0.128,0.111,0.0008,0.011,0.008,0,0,0,0,0,0.1,0,4.07,760,0,1.80E+14,-0.08
205,66.836,17.06,0.96,0.38,0.11,2.32,12.08,0.127,0.006,0.001,0.012,0.008,0,0,0,0,0,0.1,0,2.63,515,0,1.80E+14,0.015
206,66.6912,17,0.97,0.43,0.11,2.34,12.1,0.128,0.111,0.0008,0.011,0.008,0,0,0,0,0,0.1,0,2.67,530,0,1.80E+14,0.044
207,67.1319,16.95,0.92,0.4,0.11,2.35,12.01,0.003,0.007,0.0011,0.009,0.008,0,0,0,0,0,0.1,0,2.59,510,0,1.80E+14,0.49
208,66.6898,16.98,1.12,0.41,0.11,2.31,12.12,0.012,0.13,0.0012,0.01,0.007,0,0,0,0,0,0.1,0,2.67,510,0,1.80E+14,0.11
209,66.9657,16.99,0.94,0.39,0.12,2.33,12.05,0.047,0.05,0.0003,0.01,0.007,0,0,0,0,0,0.1,0,2.63,510,0,1.80E+14,0.044
210,66.9657,16.99,0.94,0.39,0.12,2.33,12.05,0.047,0.05,0.0003,0.01,0.007,0,0,0,0,0,0.1,0,3.47,600,0,1.80E+14,-0.05
211,67.1319,16.95,0.92,0.4,0.11,2.35,12.01,0.003,0.007,0.0011,0.009,0.008,0,0,0,0,0,0.1,0,3.53,600,0,1.80E+14,0.097
212,66.9657,16.99,0.94,0.39,0.12,2.33,12.05,0.047,0.05,0.0003,0.01,0.007,0,0,0,0,0,0.1,0,4,750,0,1.80E+14,-0.081
213,66.9657,16.99,0.94,0.39,0.12,2.33,12.05,0.047,0.05,0.0003,0.01,0.007,0,0,0,0,0,0.1,0,3.77,750,0,1.80E+14,-0.066
214,67.1319,16.95,0.92,0.4,0.11,2.35,12.01,0.003,0.007,0.0011,0.009,0.008,0,0,0,0,0,0.1,0,3.86,630,0,1.80E+14,-0.02
215,66.6898,16.98,1.12,0.41,0.11,2.31,12.12,0.012,0.13,0.0012,0.01,0.007,0,0,0,0,0,0.1,0,3.84,630,0,1.80E+14,-0.021
216,66.6898,16.98,1.12,0.41,0.11,2.31,12.12,0.012,0.13,0.0012,0.01,0.007,0,0,0,0,0,0.1,0,4.07,760,0,1.80E+14,-0.058
217,66.6898,16.98,1.12,0.41,0.11,2.31,12.12,0.012,0.13,0.0012,0.01,0.007,0,0,0,0,0,0.1,0,3.54,600,0,1.80E+14,0.044
218,67.1319,16.95,0.92,0.4,0.11,2.35,12.01,0.003,0.007,0.0011,0.009,0.008,0,0,0,0,0,0.1,0,4.11,760,0,1.80E+14,-0.053
219,67.1625,16.89,0.92,0.35,0.12,2.36,11.99,0.048,0.054,0.0005,0.001,0.004,0,0,0,0,0,0.1,0,2.31,385,0,1.80E+14,0.31
220,67.1625,16.89,0.92,0.35,0.12,2.36,11.99,0.048,0.054,0.0005,0.001,0.004,0,0,0,0,0,0.1,0,2.31,480,0,1.80E+14,0.22
221,67.1425,16.89,0.92,0.35,0.12,2.36,11.99,0.048,0.054,0.0005,0.001,0.004,0,0,0,0,0,0.12,0,2.2,387,0,1.80E+14,0.31
222,67.1425,16.89,0.92,0.35,0.12,2.36,11.99,0.048,0.054,0.0005,0.001,0.004,0,0,0,0,0,0.12,0,2.2,475,0,1.80E+14,0.25
223,67.1425,16.89,0.92,0.35,0.12,2.36,11.99,0.048,0.054,0.0005,0.001,0.004,0,0,0,0,0,0.12,0,4.24,760,0,1.80E+14,-0.029
224,66.8835,17.01,0.93,0.36,0.11,2.33,12.12,0.046,0.057,0.0005,0.039,0.004,0,0,0,0,0,0.11,0,2.27,400,0,1.80E+14,0.037
225,66.8835,17.01,0.93,0.36,0.11,2.33,12.12,0.046,0.057,0.0005,0.039,0.004,0,0,0,0,0,0.11,0,2.27,480,0,1.80E+14,0.046
226,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,0,1.97,400,0,1.80E+14,0.19
227,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,0,1.97,400,0,1.80E+14,0.054
228,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,0,1.97,400,0,1.80E+14,-0.094
229,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,0,1.97,400,0,1.80E+14,-0.15
230,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,1.97,400,0,1.80E+14,-0.15
231,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,0,3.53,575,0,1.80E+14,1.19
232,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,0,3.53,575,0,1.80E+14,0.061
233,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,0,3.53,575,0,1.80E+14,0.09
234,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,0,3.53,575,0,1.80E+14,0.19
235,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,3.53,575,0,1.80E+14,0.18
236,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,0,1.97,465,0,1.80E+14,0.48
237,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,0,1.97,465,0,1.80E+14,0.077
238,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,0,1.97,465,0,1.80E+14,-0.0001
239,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,0,1.97,465,0,1.80E+14,-0.035
240,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,1.97,465,0,1.80E+14,-0.03
241,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,0,4.19,755,0,1.80E+14,0.095
242,66.7829,17,0.94,0.48,0.11,2.34,12.12,0.045,0.054,0.0011,0.009,0.008,0,0,0,0,0,0.11,0,4.19,755,0,1.80E+14,-0.11
243,66.1873,17.06,0.94,0.95,0.11,2.35,12.19,0.045,0.049,0.0007,0.011,0.007,0,0,0,0,0,0.1,0,4.19,755,0,1.80E+14,-0.096
244,65.5233,17.07,0.93,1.47,0.11,2.38,12.3,0.044,0.054,0.0007,0.01,0.008,0,0,0,0,0,0.1,0,4.19,755,0,1.80E+14,-0.12
245,64.837,17.13,0.94,1.96,0.11,2.41,12.39,0.045,0.05,0.001,0.01,0.007,0,0,0,0,0,0.11,0,4.19,755,0,1.80E+14,-0.11
246,67.5429,16.88,0.95,0.01,0.11,2.31,11.98,0.046,0.052,0.0011,0.01,0.008,0,0,0,0,0,0.1,0,3.53,630,0,1.80E+14,-0.068
247,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,1.53,395,0,1.80E+14,0.28
248,69.3129,16.86,0.98,0.38,0.11,0.11,12.04,0.041,0.048,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,1.53,395,0,1.80E+14,0.28
249,68.3968,16.9,0.99,0.4,0.11,1,11.99,0.045,0.049,0.0012,0.01,0.008,0,0,0,0,0,0.1,0,1.53,395,0,1.80E+14,0.12
250,66.2838,16.96,0.92,0.38,0.11,3.03,12.09,0.047,0.049,0.0012,0.011,0.008,0,0,0,0,0,0.11,0,1.53,395,0,1.80E+14,0.034
251,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,0,1.53,395,0,1.80E+14,0.018
252,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,3.07,447,0,1.80E+14,1.2
253,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,0,3.07,447,0,1.80E+14,0.49
254,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,1.53,465,0,1.80E+14,0.01
255,69.3129,16.86,0.98,0.38,0.11,0.11,12.04,0.041,0.048,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,1.53,465,0,1.80E+14,0.101
256,68.3968,16.9,0.99,0.4,0.11,1,11.99,0.045,0.049,0.0012,0.01,0.008,0,0,0,0,0,0.1,0,1.53,465,0,1.80E+14,0.02
257,66.2838,16.96,0.92,0.38,0.11,3.03,12.09,0.047,0.049,0.0012,0.011,0.008,0,0,0,0,0,0.11,0,1.53,465,0,1.80E+14,0.038
258,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,0,1.53,465,0,1.80E+14,0.048
259,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,4.11,750,0,1.80E+14,-0.038
260,69.3129,16.86,0.98,0.38,0.11,0.11,12.04,0.041,0.048,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,4.11,750,0,1.80E+14,-0.049
261,68.3968,16.9,0.99,0.4,0.11,1,11.99,0.045,0.049,0.0012,0.01,0.008,0,0,0,0,0,0.1,0,4.11,750,0,1.80E+14,-0.068
262,66.2838,16.96,0.92,0.38,0.11,3.03,12.09,0.047,0.049,0.0012,0.011,0.008,0,0,0,0,0,0.11,0,4.11,750,0,1.80E+14,-0.08
263,69.0789,16.89,0.99,0.4,0.11,0.01,12.31,0.044,0.049,0.0011,0.01,0.007,0,0,0,0,0,0.1,0,3.54,625,0,1.80E+14,-0.015
264,64.144,17.09,0.87,0.4,0.11,4.93,12.24,0.045,0.051,0.001,0.011,0.008,0,0,0,0,0,0.1,0,3.54,625,0,1.80E+14,1.02
265,66.8173,17.05,0.96,0.39,0.11,2.32,12.14,0.047,0.052,0.0057,0.004,0.004,0,0,0,0,0,0.1,0,2.2,465,0,1.80E+14,0.18
266,66.8173,17.05,0.96,0.39,0.11,2.32,12.14,0.047,0.052,0.0057,0.004,0.004,0,0,0,0,0,0.1,0,4.24,780,0,1.80E+14,-0.082
267,66.8173,17.05,0.96,0.39,0.11,2.32,12.14,0.047,0.052,0.0057,0.004,0.004,0,0,0,0,0,0.1,0,2.2,487,0,1.80E+14,0.006
268,67.7179,16.92,0.01,0.43,0.11,2.45,12.15,0.045,0.047,0.0011,0.011,0.008,0,0,0,0,0,0.1,0,1.85,393,0,1.80E+14,0.43
269,66.9748,17,0.92,0.38,0.11,2.33,12.07,0.046,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,1.85,393,0,1.80E+14,0.17
270,65.9594,17.17,2.04,0.38,0.11,2.21,11.91,0.047,0.054,0.0016,0.01,0.008,0,0,0,0,0,0.1,0,1.85,393,0,1.80E+14,0.13
271,64.1028,17.03,3.89,0.37,0.11,2.3,11.98,0.044,0.056,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,1.85,393,0,1.80E+14,0.18
272,67.7179,16.92,0.01,0.43,0.11,2.45,12.15,0.045,0.047,0.0011,0.011,0.008,0,0,0,0,0,0.1,0,3.12,402,0,1.80E+14,1.07
273,64.1028,17.03,3.89,0.37,0.11,2.3,11.98,0.044,0.056,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,3.12,402,0,1.80E+14,0.39
274,67.7179,16.92,0.01,0.43,0.11,2.45,12.15,0.045,0.047,0.0011,0.011,0.008,0,0,0,0,0,0.1,0,3.86,639,0,1.80E+14,-0.069
275,66.9748,17,0.92,0.38,0.11,2.33,12.07,0.046,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,3.86,639,0,1.80E+14,-0.059
276,65.9594,17.17,2.04,0.38,0.11,2.21,11.91,0.047,0.054,0.0016,0.01,0.008,0,0,0,0,0,0.1,0,3.86,639,0,1.80E+14,-0.08
277,64.1028,17.03,3.89,0.37,0.11,2.3,11.98,0.044,0.056,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,3.86,639,0,1.80E+14,-0.049
278,67.7179,16.92,0.01,0.43,0.11,2.45,12.15,0.045,0.047,0.0011,0.011,0.008,0,0,0,0,0,0.1,0,1.85,450,0,1.80E+14,0.137
279,66.9748,17,0.92,0.38,0.11,2.33,12.07,0.046,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,1.85,450,0,1.80E+14,0.049
280,65.9594,17.17,2.04,0.38,0.11,2.21,11.91,0.047,0.054,0.0016,0.01,0.008,0,0,0,0,0,0.1,0,1.85,450,0,1.80E+14,-0.0013
281,64.1028,17.03,3.89,0.37,0.11,2.3,11.98,0.044,0.056,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,1.85,450,0,1.80E+14,0.053
282,67.7179,16.92,0.01,0.43,0.11,2.45,12.15,0.045,0.047,0.0011,0.011,0.008,0,0,0,0,0,0.1,0,4.24,760,0,1.80E+14,-0.067
283,66.9748,17,0.92,0.38,0.11,2.33,12.07,0.046,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,4.24,760,0,1.80E+14,-0.074
284,65.9594,17.17,2.04,0.38,0.11,2.21,11.91,0.047,0.054,0.0016,0.01,0.008,0,0,0,0,0,0.1,0,4.24,760,0,1.80E+14,-0.098
285,64.1028,17.03,3.89,0.37,0.11,2.3,11.98,0.044,0.056,0.0012,0.009,0.007,0,0,0,0,0,0.1,0,4.24,760,0,1.80E+14,-0.058
286,67.094,16.92,0.96,0.4,0.11,2.32,12.07,0.048,0.049,0.001,0.01,0.008,0,0,0,0,0,0.01,0,1.93,382,0,1.80E+14,0.21
287,66.1168,16.96,0.94,0.38,0.11,2.35,12.04,0.044,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.99,0,1.93,382,0,1.80E+14,0.15
288,63.9148,16.96,0.95,0.39,0.11,2.35,12.27,0.044,0.052,0.0012,0.01,0.008,0,0,0,0,0,2.94,0,1.93,382,0,1.80E+14,-0.054
289,62.7007,17,0.95,0.39,0.11,2.35,11.91,0.044,0.055,0.0013,0.011,0.008,0,0,0,0,0,4.47,0,3.12,402,0,1.80E+14,-0.011
290,67.094,16.92,0.96,0.4,0.11,2.32,12.07,0.048,0.049,0.001,0.01,0.008,0,0,0,0,0,0.01,0,3.12,402,0,1.80E+14,0.47
291,67.094,16.92,0.96,0.4,0.11,2.32,12.07,0.048,0.049,0.001,0.01,0.008,0,0,0,0,0,0.01,0,1.93,462,0,1.80E+14,0.064
292,66.1168,16.96,0.94,0.38,0.11,2.35,12.04,0.044,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.99,0,1.93,462,0,1.80E+14,-0.002
293,63.9148,16.96,0.95,0.39,0.11,2.35,12.27,0.044,0.052,0.0012,0.01,0.008,0,0,0,0,0,2.94,0,1.93,462,0,1.80E+14,-0.17
294,67.094,16.92,0.96,0.4,0.11,2.32,12.07,0.048,0.049,0.001,0.01,0.008,0,0,0,0,0,0.01,0,4.12,760,0,1.80E+14,-0.082
295,66.1168,16.96,0.94,0.38,0.11,2.35,12.04,0.044,0.052,0.0012,0.009,0.007,0,0,0,0,0,0.99,0,4.12,760,0,1.80E+14,-0.091
296,63.9148,16.96,0.95,0.39,0.11,2.35,12.27,0.044,0.052,0.0012,0.01,0.008,0,0,0,0,0,2.94,0,4.12,760,0,1.80E+14,-0.167
297,62.7007,17,0.95,0.39,0.11,2.35,11.91,0.044,0.055,0.0013,0.011,0.008,0,0,0,0,0,4.47,0,3.53,635,0,1.80E+14,-0.31
298,67.094,16.92,0.96,0.4,0.11,2.32,12.07,0.048,0.049,0.001,0.01,0.008,0,0,0,0,0,0.01,0,3.53,635,0,1.80E+14,-0.082
299,67.169,16.89,0.96,0.41,0.02,2.31,12.03,0.044,0.049,0.001,0.01,0.007,0,0,0,0,0,0.1,0,1.63,378,0,1.80E+14,0.041
300,66.814,16.97,0.91,0.41,0.5,2.29,11.89,0.046,0.051,0.001,0.009,0.009,0,0,0,0,0,0.1,0,1.63,378,0,1.80E+14,0.088
301,62.7187,17,0.9,0.38,4.45,2.3,12.04,0.042,0.049,0.0013,0.011,0.008,0,0,0,0,0,0.1,0,1.63,378,0,1.80E+14,0.033
302,67.169,16.89,0.96,0.41,0.02,2.31,12.03,0.044,0.049,0.001,0.01,0.007,0,0,0,0,0,0.1,0,3.07,450,0,1.80E+14,0.72
303,62.7187,17,0.9,0.38,4.45,2.3,12.04,0.042,0.049,0.0013,0.011,0.008,0,0,0,0,0,0.1,0,3.07,450,0,1.80E+14,0.34
304,67.169,16.89,0.96,0.41,0.02,2.31,12.03,0.044,0.049,0.001,0.01,0.007,0,0,0,0,0,0.1,0,1.63,470,0,1.80E+14,0.029
305,66.814,16.97,0.91,0.41,0.5,2.29,11.89,0.046,0.051,0.001,0.009,0.009,0,0,0,0,0,0.1,0,1.63,470,0,1.80E+14,0.062
306,62.7187,17,0.9,0.38,4.45,2.3,12.04,0.042,0.049,0.0013,0.011,0.008,0,0,0,0,0,0.1,0,1.63,470,0,1.80E+14,0.008
307,67.169,16.89,0.96,0.41,0.02,2.31,12.03,0.044,0.049,0.001,0.01,0.007,0,0,0,0,0,0.1,0,4,760,0,1.80E+14,-0.1
308,62.7187,17,0.9,0.38,4.45,2.3,12.04,0.042,0.049,0.0013,0.011,0.008,0,0,0,0,0,0.1,0,4,760,0,1.80E+14,-0.11
309,67.169,16.89,0.96,0.41,0.02,2.31,12.03,0.044,0.049,0.001,0.01,0.007,0,0,0,0,0,0.1,0,3.54,625,0,1.80E+14,-0.057
310,62.7187,17,0.9,0.38,4.45,2.3,12.04,0.042,0.049,0.0013,0.011,0.008,0,0,0,0,0,0.1,0,3.54,625,0,1.80E+14,-0.005
311,64.941,18.97,0.9,0.41,0.11,2.35,12.11,0.041,0.049,0.001,0.011,0.007,0,0,0,0,0,0.1,0,1.66,392,0,1.80E+14,0.098
312,67.0245,16.85,0.93,0.4,0.11,2.35,12.12,0.047,0.052,0.0005,0.009,0.007,0,0,0,0,0,0.1,0,1.66,392,0,1.80E+14,0.05
313,66.7982,15.13,1,0.39,0.11,2.32,14.04,0.046,0.048,0.0008,0.009,0.008,0,0,0,0,0,0.1,0,1.66,392,0,1.80E+14,0.021
314,69.0847,14.89,0.96,0.38,0.11,2.35,12.01,0.046,0.052,0.0013,0.009,0.007,0,0,0,0,0,0.1,0,1.66,392,0,1.80E+14,0.1
315,71.2067,14.86,0.95,0.4,0.12,2.29,9.96,0.045,0.05,0.0013,0.01,0.007,0,0,0,0,0,0.1,0,1.66,392,0,1.80E+14,0.084
